,Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL
11926,15:00,8ALTE,22.13,3.739,1.232,0.121,29.284,3.636,1.394,1.101,7,5,12
18132,12:15,8ALTE,25.768,3.234,0.982,0.17,28.573,1.523,1.506,1.293,7,5,12
30909,14:15,10ALTE,24.252,2.021,0.64,0.058,37.317,0.788,1.233,1.142,5,6,11
18866,17:15,7ALTE,0.505,1.516,0.371,0.045,25.922,0.83,1.243,0.01,5,3,8
6514,14:15,8CLTE,4.4074,0.6234,0.0597,0.0199,2.5643,0.474,1.0537,1.0407,4,2,6
2381,14:45,8BLTE,9.942,1.6242,0.392,0.048,20.0643,0.7073,1.1823,1.0839,4,4,8
10817,22:00,7ULTE,1.5335,5.4606,0.5308,0.0869,10.7314,2.039,1.3814,0.0102,7,3,10
7324,4:00,4ALTE,4.9711,0.4042,0.0122,0.0093,0.4882,0.1041,1.0207,1.0414,3,2,5
31344,18:00,8BLTE,9.2712,1.6429,0.5834,0.0674,25.7648,2.3348,1.2069,1.1719,6,4,10
34915,23:45,3ALTE,3.941,0.707,0.122,0.016,3.132,0.513,1.031,1.021,2,2,4
35056,21:00,8BLTE,17.0637,2.4097,0.6187,0.1503,12.2848,1.8534,1.4975,1.1956,6,5,11
19441,20:00,10CLTE,12.025,1.213,0.263,0.039,8.037,2.177,1.101,1.041,4,3,7
17276,20:30,7CLTE,0.7459,2.3622,0.3304,0.0525,22.3069,12.8904,1.1241,0.0101,5,3,8
34042,18:15,6ULTE,1.92,4.143,0.854,0.082,32.505,1.122,1.374,0.01,6,4,10
7162,11:30,9BLTE,2.324,0.505,0.064,0.019,2.391,0.195,1.031,1.011,2,2,4
8314,19:30,9BLTE,4.446,0.707,0.378,0.035,9.676,1.76,1.041,1.021,3,2,5
9134,9:30,1CLTE,21.423,2.425,0.398,0.074,21.573,1.708,1.293,1.142,5,6,11
5660,10:00,7ALTE,0.606,4.749,2.082,0.074,52.595,0.742,1.364,0.01,6,4,10
4822,15:30,6CLTE,8.993,1.314,0.394,0.045,22.033,1.865,1.122,0.01,5,3,8
14550,12:45,1ALTE,24.151,4.547,1.585,0.157,33.644,3.724,1.809,1.223,9,5,14
19142,10:45,2ALTE,0.202,0.404,0.005,0.005,0.022,0.026,1.011,0.01,1,1,2
22066,6:45,7CLTE,0.101,0.707,0.636,0.06,15.382,0.638,1.071,0.01,3,2,5
30185,20:15,2ALTE,0.202,0.404,0.004,0.008,0.023,0.024,1.011,0.01,1,1,2
36621,8:15,7VLTE,1.011,1.314,0.072,0.024,4.716,0.599,1.101,0.01,4,3,7
18128,8:15,7CLTE,0.505,0.909,0.312,0.127,22.549,1.249,1.202,0.01,5,3,8
14728,13:15,9ALTE,23.14,3.436,0.831,0.106,23.942,6.479,1.485,1.304,6,5,11
22408,10:45,10BLTE,2.4379,0.8168,0.4697,0.0277,46.6569,0.3395,1.0622,1.0646,3,3,6
18935,4:45,7WLTE,0.202,0.808,0.02,0.007,0.603,0.277,1.021,0.01,2,2,4
675,11:15,4ALTE,6.871,0.808,0.12,0.025,7.62,0.447,1.091,1.041,4,3,7
36347,4:00,6VLTE,0.606,0.909,0.032,0.021,1.044,0.6,1.031,0.01,3,2,5
3074,12:00,8ALTE,26.98,3.941,1.422,0.164,39.93,1.561,1.485,1.213,7,5,12
28930,12:00,7ULTE,7.175,7.175,0.839,0.176,12.248,3.689,1.566,0.01,6,5,11
5095,0:00,7CLTE,0.202,0.909,0.748,0.06,19.309,0.973,1.051,0.01,3,2,5
878,18:00,8ALTE,15.4931,1.6991,0.4248,0.0595,21.4073,1.0718,1.2228,1.2123,6,5,11
10268,10:45,1ALTE,9.0478,3.6264,1.5761,0.0876,41.8045,1.3261,1.2027,1.0431,6,3,9
20926,18:00,6ALTE,8.286,3.335,1.248,0.06,45.478,0.707,1.142,0.01,5,3,8
15220,8:00,9ALTE,4.143,1.112,0.381,0.032,12.182,0.575,1.061,1.011,3,2,5
33049,0:30,4CLTE,17.077,1.819,0.525,0.061,18.448,0.744,1.243,1.293,5,5,10
3317,9:00,6WLTE,3.234,6.366,0.763,0.06,13.805,0.616,1.344,0.01,7,4,11
17384,21:15,1ALTE,20.816,3.436,1.195,0.136,34.586,1.546,1.546,1.304,7,6,13
28208,10:00,3ALTE,8.7515,1.2376,0.2075,0.0368,7.1079,0.6457,1.104,1.0256,3,4,7
21790,21:45,7WLTE,0.7243,1.3879,0.1416,0.0241,15.1884,0.3338,1.0887,0.0105,3,2,5
29190,11:30,2ALTE,0.808,0.505,0.047,0.013,0.936,0.1,1.021,0.01,2,2,4
19099,8:15,9ALTE,3.638,1.213,0.667,0.022,22.865,0.53,1.041,1.011,2,2,4
18660,15:45,7WLTE,0.9347,2.4357,0.5755,0.028,22.7388,0.7154,1.035,0.0106,4,3,7
33185,13:15,5CLTE,10.8137,0.8525,0.1207,0.028,7.4368,0.3966,1.1691,1.0324,5,3,8
11195,16:15,3BLTE,17.28,3.638,0.61,0.051,15.172,0.47,1.243,1.192,5,4,9
21252,11:45,8CLTE,8.993,1.314,0.191,0.043,7.614,0.402,1.122,1.041,4,3,7
33761,14:30,1ALTE,11.7497,1.4951,0.4273,0.0524,19.6728,0.8406,1.1492,1.1335,6,4,10
36768,4:15,4BLTE,9.701,1.415,0.357,0.049,43.342,0.523,1.152,1.051,4,3,7
9844,5:30,7ULTE,0.202,0.909,0.017,0.008,2.352,0.513,1.031,0.01,2,2,4
11147,10:00,7VLTE,1.5345,1.7272,0.2366,0.1454,12.1559,4.0282,1.077,0.0102,4,2,6
24533,12:30,10ALTE,19.705,1.819,0.455,0.073,17.996,0.894,1.334,1.142,7,5,12
31209,13:30,4BLTE,19.4964,3.0505,0.6805,0.0742,17.1673,0.7787,1.4004,1.128,9,4,13
7589,22:15,6ALTE,7.377,1.213,0.314,0.034,9.743,0.418,1.112,0.01,4,2,6
12446,6:00,7BLTE,0.1034,0.4106,0.0261,0.0095,1.6931,0.2307,1.0576,0.0101,4,2,6
9266,4:45,2ALTE,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
30624,19:45,7VLTE,3.84,4.85,0.489,0.063,21.659,0.899,1.384,0.01,6,4,10
2288,2:30,6VLTE,0.505,1.213,0.134,0.013,15.186,0.582,1.061,0.01,3,2,5
1524,8:15,2ALTE,0.303,0.404,0.017,0.008,0.098,0.044,1.011,0.01,2,1,3
211,22:45,8BLTE,8.589,0.707,0.128,0.029,4.162,0.266,1.101,1.021,4,3,7
20295,0:00,10ALTE,15.663,4.446,1.372,0.106,32.812,0.906,1.314,1.213,6,5,11
3911,9:30,6ULTE,2.425,3.032,0.556,0.084,22.215,2.052,1.415,0.01,7,4,11
33477,6:15,6ULTE,0.101,0.808,0.011,0.004,0.216,0.03,1.011,0.01,2,1,3
1309,16:30,4BLTE,25.566,4.547,1.163,0.119,19.645,3.321,1.496,1.253,8,5,13
25936,4:45,6ALTE,1.3437,0.8321,0.7418,0.0448,37.1132,1.1105,1.0698,0.0106,3,2,5
8191,7:45,3BLTE,8.185,1.415,0.432,0.036,30.309,1.253,1.101,1.051,4,3,7
28894,7:30,1ALTE,4.446,0.808,0.233,0.032,11.766,0.688,1.061,1.021,3,2,5
18334,23:45,2ALTE,0.0,0.404,0.032,0.018,0.121,0.065,1.011,0.01,1,1,2
31746,23:45,10BLTE,2.021,0.505,0.073,0.031,3.86,0.589,1.041,1.011,3,2,5
15946,1:15,10BLTE,0.909,0.404,0.076,0.01,2.302,0.134,1.031,1.011,2,1,3
35925,12:30,7CLTE,0.1046,0.6401,0.0762,0.0151,3.6623,0.2227,1.062,0.0107,4,2,6
3687,19:30,6BLTE,31.224,2.324,0.463,0.4,21.56,2.451,1.334,0.01,6,5,11
15214,3:15,10CLTE,2.9122,0.8246,0.2594,0.0517,6.9814,1.6919,1.0244,1.0603,3,2,5
24665,19:00,5CLTE,9.9261,0.9489,0.151,0.0266,10.0317,0.4128,1.1916,1.1016,4,4,8
21450,4:45,1CLTE,15.4257,1.428,0.3225,0.0384,12.0706,1.5031,1.2187,1.0413,6,4,10
25389,10:45,8ALTE,13.8002,4.4834,1.6653,0.1167,28.9942,1.4,1.2856,1.0435,5,5,10
24959,2:00,6ALTE,2.728,0.404,0.022,0.011,2.216,0.166,1.031,0.01,2,2,4
8553,21:30,7ALTE,0.202,0.808,0.15,0.025,17.582,1.071,1.122,0.01,3,2,5
24861,7:45,7BLTE,0.101,0.909,0.308,0.015,40.11,0.832,1.041,0.01,3,2,5
31221,14:45,9ALTE,4.4719,0.8969,0.2441,0.0339,8.3859,0.7089,1.0623,1.0775,3,4,7
12206,21:30,7WLTE,2.728,5.154,0.786,0.085,19.737,1.408,1.374,0.01,6,4,10
35690,5:30,4BLTE,9.5935,2.0642,0.5148,0.0343,10.5193,0.2883,1.1658,1.0674,6,3,9
8665,7:00,5CLTE,5.76,1.314,0.223,0.02,16.912,0.435,1.081,1.021,3,3,6
3854,5:45,7WLTE,0.0,1.112,0.902,0.015,10.584,0.115,1.011,0.01,2,1,3
14177,8:45,7VLTE,0.909,1.92,0.364,0.031,20.702,0.785,1.122,0.01,4,3,7
30611,19:45,3ALTE,13.642,1.314,0.388,0.053,11.974,0.589,1.233,1.061,5,4,9
25018,21:45,5BLTE,13.0537,3.4699,0.4062,0.0363,10.9317,0.3809,1.1584,1.1191,5,4,9
34453,8:15,3CLTE,5.457,0.707,0.204,0.029,6.46,0.7,1.071,1.041,4,3,7
33539,6:45,6BLTE,6.7049,0.8407,0.2361,0.0214,30.5897,0.4249,1.0971,0.0102,5,2,7
16584,9:00,9BLTE,2.3506,1.1603,0.7785,0.0275,21.6268,0.5023,1.0259,1.0493,2,3,5
23468,21:00,3ALTE,8.1896,0.9025,0.118,0.0245,7.8829,0.2564,1.1216,1.0844,4,4,8
14437,4:00,8ALTE,4.345,0.909,0.212,0.019,3.265,0.138,1.051,1.011,3,2,5
13935,16:45,8BLTE,14.955,2.627,1.521,0.086,36.211,1.965,1.263,1.061,5,3,8
22338,11:15,1CLTE,26.2713,2.6849,0.7622,0.1062,17.7716,5.3919,1.3446,1.1646,6,4,10
28346,2:45,2ALTE,0.0,0.3976,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
29394,22:15,4BLTE,22.231,3.032,0.844,0.087,21.08,0.817,1.405,1.263,6,5,11
33658,19:00,8CLTE,7.478,1.415,0.471,0.067,24.686,1.234,1.223,1.061,4,3,7
16906,16:30,8BLTE,17.886,3.941,0.764,0.084,16.552,0.958,1.354,1.122,7,4,11
32874,1:45,10CLTE,1.7583,0.4122,0.0327,0.012,1.1049,0.1058,1.0406,1.0401,2,3,5
16582,2:45,5CLTE,5.3014,0.7045,0.1711,0.0226,9.7133,0.6888,1.0963,1.0597,4,2,6
30359,4:45,10CLTE,1.1072,0.4179,0.0169,0.0074,0.2678,0.101,1.0092,1.0657,2,2,4
10907,1:30,4BLTE,12.328,1.112,0.365,0.042,15.119,0.856,1.142,1.031,4,3,7
33138,15:00,4BLTE,24.252,2.93,0.746,0.15,19.83,7.616,1.576,1.162,7,5,12
35371,17:15,4CLTE,22.231,3.739,0.897,0.116,17.605,1.006,1.586,1.425,7,6,13
20467,10:30,5ALTE,4.7574,1.0262,0.2824,0.0322,10.507,0.452,1.1262,1.0846,3,3,6
26058,1:45,5BLTE,6.9282,0.8162,0.1782,0.0183,5.1333,0.2814,1.0761,1.016,5,2,7
29542,2:00,7ALTE,0.101,1.415,0.347,0.03,18.247,0.472,1.061,0.01,3,2,5
11191,0:15,6WLTE,1.101,2.2062,0.3138,0.037,24.5888,0.9251,1.1802,0.0102,5,4,9
6869,8:45,10ALTE,4.7106,2.5229,1.0793,0.0449,25.7065,3.0102,1.131,1.0176,3,3,6
12430,5:30,3BLTE,9.1851,1.3727,0.2395,0.0528,4.0252,0.5311,1.1887,1.0997,6,4,10
25949,9:00,7BLTE,0.404,1.819,0.621,0.053,41.225,1.119,1.273,0.01,5,3,8
26465,20:00,5ALTE,3.638,1.516,0.611,0.039,27.798,0.839,1.081,1.041,3,3,6
35654,20:45,6VLTE,2.425,4.446,0.574,0.044,13.595,0.481,1.344,0.01,5,4,9
6020,9:15,7ALTE,1.011,2.425,1.094,0.082,43.193,2.222,1.304,0.01,5,3,8
28227,2:15,6VLTE,2.4126,4.2931,0.6091,0.1051,14.6894,4.7183,1.2927,0.0107,5,4,9
31645,21:45,5BLTE,13.541,6.366,0.994,0.055,19.043,0.325,1.253,1.162,5,4,9
17227,12:45,3ALTE,22.636,4.621,1.7426,0.1161,30.8146,0.9141,1.486,1.0847,6,4,10
6905,18:45,8BLTE,21.018,3.133,1.067,0.156,46.974,15.211,1.455,1.172,6,5,11
9634,12:15,1ALTE,24.353,3.133,1.215,0.107,55.301,0.981,1.405,1.132,6,5,11
29640,19:00,8BLTE,19.098,2.728,0.845,0.131,34.642,5.133,1.374,1.132,7,5,12
31267,12:45,4ALTE,8.488,1.516,0.445,0.059,22.345,1.034,1.202,1.041,5,3,8
20664,14:30,8BLTE,23.039,4.345,1.236,0.135,39.292,1.921,1.516,1.233,7,5,12
19354,8:30,9ALTE,0.6092,0.4171,0.0399,0.0085,0.7196,0.0952,1.0184,1.0608,3,1,4
3491,13:00,7ULTE,3.436,10.105,1.724,0.14,18.488,1.072,1.809,0.01,10,5,15
8652,6:30,4BLTE,4.143,0.707,0.265,0.012,21.206,0.269,1.031,1.021,3,2,5
23372,14:30,1CLTE,44.7357,6.0184,2.2949,0.9295,45.9474,8.2522,1.767,1.7497,8,7,15
7873,9:15,8CLTE,5.154,1.011,0.109,0.018,7.026,0.357,1.051,1.011,3,2,5
18375,3:30,6VLTE,0.303,1.112,0.106,0.014,2.609,0.377,1.051,0.01,3,2,5
8285,16:30,8ALTE,18.795,1.718,0.56,0.093,26.644,1.205,1.293,1.122,6,5,11
27901,23:15,7WLTE,1.011,2.526,0.419,0.022,16.325,0.334,1.112,0.01,4,3,7
4122,10:15,6ULTE,1.1104,2.2246,0.3363,0.0312,6.6156,0.3021,1.148,0.0104,4,3,7
9993,9:45,10CLTE,3.9058,0.5298,0.028,0.0107,1.2438,0.2935,1.03,1.0396,2,2,4
4528,0:30,10CLTE,8.084,0.808,0.184,0.043,8.097,3.108,1.112,1.021,4,2,6
21837,22:15,3BLTE,23.5137,5.4713,1.3434,0.1114,21.5229,1.557,1.4993,1.2076,7,5,12
13488,10:00,7CLTE,0.1014,0.6231,0.3417,0.0451,22.6094,4.2804,1.0964,0.0105,4,2,6
22215,9:00,8BLTE,15.764,2.829,1.049,0.114,32.76,1.885,1.253,1.071,5,4,9
17976,13:45,5CLTE,26.475,4.749,1.522,0.145,33.692,3.891,1.637,1.162,8,5,13
32633,16:15,5CLTE,17.583,3.739,0.784,0.092,24.066,0.931,1.364,1.142,6,5,11
16481,13:00,6ULTE,2.93,2.627,0.275,0.19,12.715,19.287,1.334,0.01,6,4,10
5511,7:15,6ULTE,1.011,2.627,0.878,0.041,28.244,0.638,1.112,0.01,4,3,7
6813,16:00,10ALTE,10.711,3.032,0.632,0.038,26.997,1.722,1.293,1.132,5,4,9
6048,16:15,5CLTE,21.423,2.93,0.774,0.085,80.13,1.008,1.354,1.091,6,4,10
11806,19:45,7WLTE,1.718,3.436,0.543,0.058,13.041,2.192,1.304,0.01,6,3,9
1378,0:45,4CLTE,13.642,1.314,0.512,0.075,11.314,7.383,1.223,1.071,5,4,9
23769,1:00,4BLTE,13.541,2.223,0.895,0.055,17.976,1.694,1.152,1.031,5,3,8
5722,2:30,10ALTE,5.053,0.606,0.184,0.028,26.281,0.565,1.041,1.021,3,2,5
12526,13:45,7WLTE,2.93,4.951,1.005,0.089,19.595,1.025,1.435,0.01,6,4,10
18150,10:30,9ALTE,21.928,2.829,0.763,0.11,14.769,1.86,1.425,1.172,7,5,12
23178,19:00,7ULTE,0.727,1.7059,0.316,0.0259,14.1873,0.5479,1.1131,0.0103,4,2,6
2323,10:15,1ALTE,3.8547,0.8135,0.1755,0.0243,15.8176,0.8394,1.0956,1.0266,4,2,6
1076,4:30,1BLTE,3.84,0.505,0.039,0.005,0.537,0.156,1.021,1.011,2,2,4
21250,23:15,8ALTE,17.3835,7.431,2.6443,0.1423,38.3065,0.7478,1.6031,1.1922,7,5,12
15702,21:30,9ALTE,4.143,0.909,0.221,0.035,8.977,0.738,1.061,1.021,3,2,5
36421,2:15,1CLTE,22.332,5.457,1.5,0.097,30.869,1.493,1.374,1.273,5,5,10
21620,3:15,6CLTE,1.8514,0.7121,0.1561,0.023,7.2537,0.3505,1.0295,0.0106,4,2,6
16912,19:15,4ALTE,4.8192,0.7951,0.1542,0.0273,7.8072,0.5492,1.1528,1.0685,4,2,6
9595,1:30,10ALTE,6.568,0.909,0.273,0.039,15.931,1.045,1.101,1.031,4,3,7
35847,11:00,2ALTE,0.1071,0.4029,0.0075,0.0071,0.0156,0.0144,0.9996,0.0103,2,1,3
8350,21:45,3ALTE,11.116,1.213,0.247,0.037,12.298,0.718,1.132,1.081,4,3,7
2932,22:30,4ALTE,7.074,1.213,0.413,0.05,14.554,1.192,1.122,1.031,3,3,6
29770,22:15,6BLTE,17.381,2.324,0.649,0.054,43.113,1.407,1.202,0.01,5,4,9
19613,13:30,9ALTE,16.875,2.93,0.726,0.093,28.578,1.265,1.344,1.202,5,5,10
23778,4:30,6ULTE,0.202,0.808,0.01,0.007,0.089,0.049,1.021,0.01,2,1,3
24599,11:00,6WLTE,1.213,4.345,0.773,0.056,31.249,1.996,1.223,0.01,6,3,9
13636,20:00,2ALTE,0.1024,0.4045,0.0091,0.044,0.0117,0.0551,1.0437,0.0101,1,2,3
18227,14:45,1CLTE,32.841,14.955,3.753,0.192,38.202,0.801,1.829,1.657,8,7,15
6893,15:30,5CLTE,15.5354,1.6608,0.5229,0.0491,25.1523,0.7417,1.2279,1.107,4,4,8
19924,7:45,5CLTE,9.398,0.909,0.159,0.042,3.546,0.31,1.152,1.031,4,3,7
27477,3:30,7WLTE,0.4997,1.8214,0.4954,0.0375,10.8361,0.738,1.0698,0.0105,2,3,5
9703,17:45,6BLTE,23.343,1.617,0.272,0.052,9.115,1.804,1.202,0.01,5,3,8
30712,21:45,10BLTE,4.244,1.314,0.593,0.045,30.915,0.907,1.051,1.021,3,2,5
12500,23:30,4BLTE,14.551,1.718,0.669,0.072,47.262,1.031,1.263,1.061,6,4,10
3108,17:30,7ULTE,2.0585,4.5606,0.6329,0.0743,16.5746,1.1184,1.328,0.0105,6,3,9
11136,21:30,3ALTE,5.457,1.617,0.266,0.031,8.785,0.356,1.122,1.021,3,3,6
8629,9:00,10ALTE,22.433,1.617,0.371,0.188,14.666,13.156,1.384,1.152,7,5,12
16843,2:15,2ALTE,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
27625,19:30,3CLTE,8.892,2.526,0.833,0.072,24.598,0.843,1.233,1.051,5,3,8
31751,0:45,7BLTE,0.3098,1.1287,0.3487,0.0425,26.98,0.6801,1.2388,0.01,6,2,8
35766,4:30,5CLTE,3.84,0.505,0.052,0.009,7.695,0.39,1.031,1.011,2,2,4
350,16:00,7WLTE,1.011,2.021,0.302,0.038,12.156,0.884,1.172,0.01,5,2,7
25381,23:30,10BLTE,4.345,0.606,0.123,0.018,10.528,0.484,1.051,1.031,3,2,5
9233,18:15,6WLTE,5.962,9.095,1.164,0.154,19.122,2.265,1.455,0.01,6,5,11
25748,8:15,4ALTE,2.223,0.909,0.474,0.036,32.727,0.752,1.091,1.021,3,3,6
26754,16:00,3ALTE,24.555,2.93,0.9,0.115,12.605,1.243,1.445,1.162,6,5,11
23873,10:00,9ALTE,5.1481,1.3377,0.4512,0.0317,30.4201,0.5246,1.0604,1.0205,3,2,5
32585,15:15,5CLTE,20.513,3.335,1.043,0.117,39.23,2.224,1.394,1.202,6,5,11
31903,10:30,8ALTE,27.89,3.032,0.984,0.154,13.46,1.847,1.526,1.213,7,5,12
25396,21:45,4CLTE,16.0188,2.1102,0.3058,0.0435,12.8823,0.7132,1.2685,1.1795,4,4,8
2783,2:00,6WLTE,0.606,1.314,0.164,0.022,3.154,0.263,1.071,0.01,4,3,7
18914,5:30,7WLTE,0.202,0.909,0.209,0.012,10.427,0.215,1.041,0.01,3,2,5
3049,8:30,6ALTE,6.366,0.909,0.339,0.034,27.325,0.836,1.101,0.01,4,3,7
24353,17:45,7BLTE,0.909,5.558,1.491,0.094,23.119,11.799,1.384,0.01,6,4,10
30153,19:00,6ALTE,6.467,0.909,0.204,0.022,10.648,0.243,1.081,0.01,3,2,5
679,22:00,8CLTE,1.6692,0.5195,0.1163,0.015,3.2714,0.1756,1.0753,1.0435,4,2,6
5909,21:15,3BLTE,13.339,5.053,1.094,0.064,29.936,0.461,1.314,1.122,6,5,11
17952,23:30,6ALTE,4.4651,0.8098,0.2217,0.036,5.8261,0.8562,1.0748,0.0101,3,3,6
19949,10:30,6CLTE,5.861,1.314,0.778,0.037,91.705,0.512,1.112,0.01,4,3,7
8667,16:30,4BLTE,26.677,2.829,1.08,0.125,71.517,0.775,1.607,1.202,7,6,13
18453,15:30,4BLTE,24.4332,13.2671,4.7996,0.2148,28.6664,8.8608,1.6553,1.4238,7,6,13
29902,14:30,6BLTE,24.757,3.941,1.273,0.086,39.779,0.815,1.324,0.01,6,5,11
11964,0:00,3ALTE,11.217,1.213,0.39,0.044,11.947,0.355,1.091,1.081,3,3,6
2345,16:15,6CLTE,5.861,0.707,0.201,0.028,7.606,1.79,1.071,0.01,4,2,6
25425,23:30,1BLTE,17.482,1.92,0.407,0.088,16.647,0.781,1.698,1.213,7,5,12
5996,14:00,6BLTE,23.747,2.526,0.441,0.07,19.697,0.851,1.384,0.01,7,5,12
15355,0:00,7VLTE,0.808,1.516,0.153,0.019,21.935,0.538,1.142,0.01,4,3,7
14949,7:15,7ULTE,0.404,1.213,0.201,0.024,14.242,0.746,1.061,0.01,3,2,5
16577,18:30,10CLTE,3.7564,0.5013,0.0704,0.0141,5.0333,0.1974,1.0575,1.0127,4,2,6
30775,9:45,10ALTE,29.305,8.185,2.492,0.176,41.824,1.825,1.627,1.273,7,6,13
35030,6:30,7WLTE,4.244,0.909,0.026,0.103,1.275,0.229,1.071,0.01,3,3,6
15349,18:45,6BLTE,23.6654,6.7856,2.1777,0.1076,39.099,0.9739,1.3769,0.0103,7,4,11
24062,11:45,6CLTE,4.6817,0.696,0.1683,0.0456,5.2546,0.3384,1.0961,0.0101,5,2,7
8537,13:30,7ALTE,0.1052,0.6244,0.2086,0.0256,14.4378,0.3098,1.0605,0.0104,3,2,5
18441,23:30,4ALTE,3.234,0.606,0.147,0.039,3.385,1.111,1.041,1.011,3,2,5
29332,3:30,6BLTE,9.134,1.2513,0.2056,0.0312,12.224,0.7244,1.1362,0.0106,4,3,7
24545,3:15,3ALTE,1.718,0.404,0.052,0.01,2.986,0.194,1.041,1.011,2,2,4
27535,10:30,5CLTE,23.747,3.739,1.038,0.115,27.961,1.429,1.516,1.142,7,4,11
3283,11:30,1ALTE,17.28,3.032,1.803,0.079,98.283,1.173,1.283,1.061,5,3,8
8494,1:00,1ALTE,7.276,1.415,0.514,0.025,59.889,1.069,1.081,1.011,4,2,6
14829,5:45,8CLTE,0.404,0.404,0.051,0.013,0.739,0.197,1.011,1.011,2,1,3
19284,23:15,7ULTE,0.8236,2.6424,0.5485,0.0375,16.1704,0.8424,1.1231,0.0105,5,3,8
31477,6:30,6ULTE,0.505,0.909,0.038,0.007,1.486,0.245,1.031,0.01,3,2,5
36713,10:15,1ALTE,19.503,1.819,0.4,0.068,5.912,0.721,1.324,1.132,7,5,12
10274,5:15,3CLTE,0.3132,0.4252,0.009,0.0061,0.1277,0.0495,1.0627,1.0121,1,2,3
9616,7:30,4CLTE,5.356,0.606,0.114,0.018,4.111,0.253,1.061,1.021,3,3,6
29153,3:45,1CLTE,8.286,0.505,0.026,0.015,1.857,1.711,1.061,1.021,3,2,5
6131,7:30,9ALTE,1.415,0.505,0.11,0.017,5.276,0.244,1.021,1.011,2,2,4
31421,0:45,10ALTE,8.9773,1.2524,0.3132,0.0314,9.137,0.8555,1.1644,1.0284,4,3,7
33464,6:15,6VLTE,0.6234,1.1638,0.072,0.019,3.8264,0.3627,1.106,0.0105,4,3,7
26733,11:30,5ALTE,5.7324,1.0686,0.2432,0.04,11.9126,0.542,1.0939,1.0368,3,3,6
17272,22:15,4CLTE,19.6736,3.0023,1.0242,0.1178,6.0255,1.607,1.4452,1.2772,6,5,11
10002,15:15,3BLTE,23.343,4.042,1.367,0.112,37.59,1.084,1.627,1.394,7,6,13
4809,19:00,7CLTE,0.909,0.909,0.125,0.044,6.375,0.45,1.192,0.01,4,3,7
30128,3:45,9BLTE,1.6251,0.4064,0.0176,0.0073,1.3282,0.1823,1.049,1.0656,3,2,5
13413,2:00,6VLTE,1.3355,5.0287,1.5748,0.0418,24.9569,0.5766,1.1499,0.0106,6,3,9
7136,23:45,6WLTE,1.415,3.537,0.437,0.043,13.317,1.42,1.202,0.01,5,3,8
31889,1:00,3BLTE,8.488,1.617,0.454,0.054,13.709,0.368,1.152,1.041,4,3,7
6685,8:15,6ALTE,6.366,2.021,0.675,0.062,27.529,1.467,1.101,0.01,4,3,7
7668,14:00,9ALTE,13.945,2.324,0.779,0.113,18.436,10.064,1.273,1.071,5,4,9
26639,6:15,3BLTE,5.3913,4.0468,1.2349,0.0574,34.1011,0.5367,1.1512,1.082,4,4,8
24699,11:00,1ALTE,11.9499,1.5197,0.4079,0.0552,14.4153,1.5495,1.2051,1.0888,5,4,9
29635,19:45,9ALTE,1.7864,0.5167,0.0977,0.0135,1.9555,0.1234,1.0498,1.0625,4,2,6
7886,17:30,1BLTE,12.5551,1.2141,0.3649,0.0475,27.7566,0.8631,1.1767,1.0922,4,4,8
5955,14:15,5ALTE,13.035,1.516,0.249,0.04,11.642,0.603,1.182,1.071,5,4,9
20938,14:00,10CLTE,5.558,1.112,0.194,0.016,2.538,0.138,1.041,1.021,3,3,6
19383,9:00,5BLTE,27.89,2.829,0.989,0.127,39.148,1.108,1.435,1.192,7,4,11
33881,12:30,7ALTE,0.303,1.112,0.248,0.036,7.603,1.761,1.172,0.01,4,3,7
3512,12:30,10BLTE,7.897,1.0614,0.3164,0.0474,11.7889,0.8192,1.1207,1.0624,4,3,7
24766,13:45,8ALTE,26.374,3.436,1.099,0.138,35.114,3.671,1.516,1.273,8,6,14
26527,4:15,7ALTE,0.0,0.4011,0.0134,0.0092,0.0847,0.0452,1.0011,0.0106,1,2,3
17027,15:15,6ULTE,3.234,5.154,0.645,0.081,13.586,0.585,1.445,0.01,6,4,10
8457,10:00,10ALTE,35.266,8.286,3.195,0.43,37.109,5.529,2.082,1.475,9,7,16
32868,2:00,6ALTE,3.133,0.606,0.539,0.024,105.631,0.437,1.031,0.01,3,2,5
354,6:15,6BLTE,6.2691,0.7005,0.2912,0.026,26.0989,0.6425,1.0582,0.0103,4,2,6
36341,0:00,4BLTE,16.067,1.617,0.321,0.062,8.165,3.285,1.324,1.122,6,4,10
29123,9:00,3BLTE,21.827,3.941,0.842,0.068,37.924,0.72,1.293,1.162,5,5,10
31091,23:15,3CLTE,8.791,1.92,0.537,0.3,28.983,1.921,1.091,1.021,4,3,7
14,11:45,7BLTE,0.505,1.213,0.265,0.044,14.784,1.033,1.324,0.01,6,3,9
14428,20:30,8CLTE,9.398,1.516,0.359,0.062,23.798,0.79,1.202,1.051,5,3,8
21859,9:45,6WLTE,1.718,3.335,0.547,0.069,24.747,1.06,1.172,0.01,4,3,7
